241,55.0
242,60.0
243,70.0
244,70.0
245,70.0
246,65.0
247,70.0
248,65.0
249,50.0
250,65.0
251,65.0
252,55.0
253,65.0
254,60.0
255,55.0
256,50.0
257,45.0
258,45.0
259,50.0
260,50.0
261,45.0
262,45.0
263,40.0
264,55.0
265,55.0
266,45.0
267,55.0
268,55.0
269,65.0
270,60.0
271,50.0
272,65.0
273,75.0
274,60.0
275,65.0
276,65.0
277,65.0
278,55.0
279,65.0
280,75.0
281,70.0
282,55.0
283,65.0
284,70.0
285,60.0
286,65.0
287,55.0
288,60.0
289,60.0
290,60.0
291,65.0
292,50.0
293,50.0
294,55.0
295,60.0
296,50.0
297,55.0
298,55.0
299,65.0
300,50.0
301,50.0
302,50.0
303,50.0
304,50.0
305,50.0
306,55.0
307,55.0
308,50.0
309,55.0
310,55.0
311,70.0
312,50.0
313,45.0
314,75.0
315,70.0
316,65.0
317,45.0
318,60.0
319,55.0
320,55.0
321,55.0
322,45.0
323,55.0
324,50.0
325,50.0
326,50.0
327,55.0
328,55.0
329,55.0
330,60.0
331,65.0
332,80.0
333,55.0
334,55.0
335,60.0
336,50.0
337,60.0
338,55.0
339,50.0
340,50.0
341,50.0
342,50.0
343,55.0
344,50.0
345,80.0
346,75.0
347,70.0
348,65.0
349,70.0
350,70.0
351,60.0
352,60.0
353,65.0
354,70.0
355,65.0
356,75.0
357,70.0
358,75.0
359,65.0
360,65.0
361,70.0
362,65.0
363,60.0
364,70.0
365,70.0
366,65.0
367,70.0
368,75.0
369,65.0
370,65.0
371,70.0
372,65.0
373,70.0
374,65.0
375,65.0
376,65.0
377,70.0
378,65.0
379,65.0
380,70.0
381,65.0
382,70.0
383,70.0
384,65.0
385,65.0
386,65.0
387,70.0
388,70.0
389,65.0
390,65.0
391,60.0
392,65.0
393,65.0
394,75.0
395,65.0
396,75.0
397,70.0
398,70.0
399,75.0
400,70.0
401,70.0
402,75.0
403,70.0
404,75.0
405,65.0
406,60.0
407,75.0
408,70.0
409,75.0
410,65.0
411,70.0
412,70.0
413,70.0
414,75.0
415,75.0
416,70.0
417,70.0
418,65.0
419,75.0
420,60.0
421,75.0
422,60.0
423,65.0
424,65.0
425,60.0
426,55.0
427,65.0
428,60.0
429,65.0
430,70.0
431,70.0
432,60.0
433,70.0
434,65.0
435,55.0
436,75.0
437,65.0
438,70.0
439,70.0
440,70.0
441,75.0
442,60.0
443,65.0
444,70.0
445,70.0
446,75.0
447,65.0
448,75.0
449,65.0
450,70.0
451,75.0
452,65.0
453,75.0
454,60.0
455,75.0
456,80.0
457,70.0
458,70.0
459,75.0
460,80.0
461,80.0
462,75.0
463,75.0
464,70.0
465,70.0
466,75.0
467,70.0
468,70.0
469,70.0
470,70.0
471,75.0
472,75.0
473,75.0
474,80.0
475,80.0
476,75.0
477,80.0
478,70.0
479,75.0
480,80.0
481,80.0
482,75.0
483,60.0
484,55.0
485,55.0
486,60.0
487,65.0
488,50.0
489,50.0
490,50.0
491,55.0
492,55.0
493,50.0
494,50.0
495,70.0
496,70.0
497,60.0
498,70.0
499,70.0
